Index,Index,autores,data_apresentacao,ementa,proposicao,situacoes,urls
209,209, Jair Bolsonaro - PP/RJ.,2009-03-25,"Requer que o PL nº 4.590/2009, que dispõe sobre proibição de produção, utilização e comercialização de bombas de dispersão, seja submetido à apreciação pela CREDN.",REQ-4436/2009 => PL-4590/2009,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=427709
210,210, Jair Bolsonaro - PP/RJ.,2009-07-08,"Requer agilização, pela Presidência da Câmara dos Deputados, ouvido o Colégio de Líderes, para a nomeação de Comissão Especial.",REQ-5164/2009 => PEC-584/2002,Arquivada,Prop_Detalhe.asp?id=441483
211,211, Jair Bolsonaro - PP/RJ.,2009-09-03,"Requer inclusão na Ordem do Dia da PEC nº 308, de 2004, que ""altera os artigos 21, 32 e 144, da Constituição Federal, criando as polícias penitenciárias federal e estaduais"".",REQ-5465/2009 => PEC-308/2004,Arquivada,Prop_Detalhe.asp?id=448451
212,212, Jair Bolsonaro - PP/RJ.,2009-02-19,Solicita informações ao Senhor Ministro de Estado da Defesa sobre recursos despendidos com pagamento da parcela remuneratória denominada auxílio-invalidez a militares das Forças Armadas.,RIC-3736/2009,Arquivada,Prop_Detalhe.asp?id=424165
213,213, Jair Bolsonaro - PP/RJ.,2009-04-08,Solicita informações ao Senhor Ministro de Estado de Minas e Energia sobre arrendamento de área e outras atividades relacionadas com a empresa Petróleo Brasileiro S. A - PETROBRAS.,RIC-3870/2009,Arquivada,Prop_Detalhe.asp?id=429510
214,214, Jair Bolsonaro - PP/RJ.,2009-07-09,Solicita informações ao Senhor Ministro de Estado do Trabalho e Emprego - MTE sobre possibilidade de brasileiro naturalizado exercer comando de navio mercante nacional.,RIC-4109/2009,Arquivada,Prop_Detalhe.asp?id=442064
215,215, Jair Bolsonaro - PP/RJ.,2009-10-08,Solicita informações à Senhora Ministra de Estado Chefe da Casa Civil da Presidência da República quanto à situação de vínculo administrativo dos servidores militares do Antigo Distrito Federal e seus pensionistas.,RIC-4354/2009,Arquivada,Prop_Detalhe.asp?id=454523
216,216, Jair Bolsonaro - PP/RJ.,2009-10-08,Solicita informações ao Senhor Ministro de Estado da Fazenda quanto à situação de vínculo administrativo dos servidores militares do Antigo Distrito Federal e seus pensionistas.,RIC-4355/2009,Arquivada,Prop_Detalhe.asp?id=454524
217,217, Jair Bolsonaro - PP/RJ.,2009-10-08,"Solicita informações ao Senhor Ministro de Estado do Planejamento, Orçamento e Gestão quanto à situação de vínculo administrativo dos servidores militares do Antigo Distrito Federal e seus pensionistas.",RIC-4356/2009,Arquivada,Prop_Detalhe.asp?id=454525
218,218, Jair Bolsonaro - PP/RJ.,2009-06-03,"SUGESTÃO DE EMENDA Nº 10/09 À LDO - do Deputado JAIR BOLSONARO que ""acrescenta item 8 ao Anexo V - Inciso II: Item 8 - Despesas com as ações vinculadas às fontes de recursos a que se referem à alínea ""c"" do inciso II do art. 49 da Lei nº. 9.478, de 6 de agosto de 1997, e do art. 27 da Lei nº. 2.004, de 3 de outubro de 1953, com redação dada pela Lei nº. 7.990, de 28 de dezembro de 1989, referentes às parcelas dos recursos arrecadados à conta das Compensações Financeiras pela Exploração de Petróleo e Gás Natural para atender aos encargos de fiscalização e proteção das áreas produtoras situadas na plataforma continental"".",SLD-10/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437334
219,219, Jair Bolsonaro - PP/RJ.,2009-06-03,"SUGESTÃO DE EMENDA Nº 11/09 À LDO - do Deputado JAIR BOLSONARO que ""modifica o § 2º do artigo 13: Texto atual: § 2º As dotações propostas no Projeto de Lei Orçamentária para 2010, à conta de recursos a que se refere a alínea ""c"" do inciso II do art. 49 da Lei no 9.478, de 6 de agosto de 1997, e do art. 27 da Lei no 2.004, de 3 de outubro de 1953, com redação dada pela Lei no 7.990, de 28 de dezembro de 1988, com o propósito de fiscalização e proteção das áreas produtoras de petróleo e gás natural, corresponderão, pelo menos, ao montante autorizado na Lei Orçamentária de 2009, podendo o excedente constituir Reserva de Contingência a que se refere este artigo. Texto proposto: § 2º As dotações propostas no Projeto de Lei Orçamentária para 2010, à conta de recursos a que se refere a alínea ""c"" do inciso II do art. 49 da Lei no 9.478, de 6 de agosto de 1997, e do art. 27 da Lei no 2.004, de 3 de outubro de 1953, com redação dada pela Lei no 7.990, de 28 de dezembro de 1988, com o propósito de fiscalização e proteção das áreas produtoras de petróleo e gás natural, corresponderão, pelo menos, ao montante autorizado na Lei Orçamentária de 2009, acrescido de 15% (quinze por cento), podendo o excedente constituir Reserva de Contingência a que se refere este artigo"".",SLD-11/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437335
220,220, Jair Bolsonaro - PP/RJ.,2009-06-09,"SUGESTÃO DE EMENDA Nº 13/09 À LDO - do Deputado JAIR BOLSONARO - que ""acrescenta inciso III ao art. 51, assegurando recursos para o pagamento do auxílio-invalidez devido aos militares das Forças Armadas, nos termos da Lei 11.421, de 21 de dezembro de 2006: 
Art. 51..............................................................................................................
I .......................................................................................................................
II ......................................................................................................................
III - do auxílio-invalidez devido aos militares das Forças Armadas, nos termos da Lei 11.421, de 21 de dezembro de 2006"". 
",SLD-13/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437927
221,221, Jair Bolsonaro - PP/RJ.,2009-06-03,"SUGESTÃO DE EMENDA Nº 05/09 À LDO - do Deputado JAIR BOLSONARO - que ""modifica o Anexo V - Inciso II, Item 2: Texto atual: 2. Despesas com as ações vinculadas à função Ciência e Tecnologia, excetuadas as subfunções Planejamento e Orçamento, Administração Geral, Normatização e Fiscalização, Comunicação Social, Defesa Civil e Atenção Básica, no âmbito do Ministério da Ciência e Tecnologia. Texto proposto: 2. Despesas com as ações vinculadas às funções Defesa Nacional e Ciência e Tecnologia, excetuadas as subfunções, Planejamento e Orçamento, Administração Geral, Normatização e Fiscalização, Comunicação Social, Defesa Civil e Atenção Básica, no âmbito do Ministério da Ciência e Tecnologia"".",SLD-5/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437327
222,222, Jair Bolsonaro - PP/RJ.,2009-06-03,"SUGESTÃO DE EMENDA Nº 06/09 À LDO - do Deputado JAIR BOLSONARO que ""acrescenta Inciso IV ao § 5, do Artigo 91: IV - ofertar uma linha de crédito especial para os militares das Forças Armadas que moram em áreas consideradas de risco"".",SLD-6/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437328
223,223, Jair Bolsonaro - PP/RJ.,2009-06-03,"SUGESTÃO DE EMENDA Nº 07/09 À LDO - do Deputado JAIR BOLSONARO Projeto de emenda a LDO/2010, que ""modifica o inciso I do artigo 91: Texto atual: I - para a Caixa Econômica Federal, redução do déficit habitacional e melhoria das condições de vida das populações mais carentes, especialmente quando beneficiam idosos, pessoas portadoras de deficiência e mulheres chefes de família, via financiamentos a projetos habitacionais de interesse social, projetos de investimentos em saneamento básico e desenvolvimento da infraestrutura urbana e rural. Texto proposto: I - para a Caixa Econômica Federal, redução do déficit habitacional e melhoria das condições de vida das populações mais carentes, especialmente quando beneficiam idosos, pessoas portadoras de deficiência, mulheres chefes de família e militares das Forças Armadas que moram em áreas consideradas de risco via financiamentos a projetos habitacionais de interesse social, projetos de investimentos em saneamento básico e desenvolvimento da infra-estrutura urbana e rural"".",SLD-7/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437329
224,224, Jair Bolsonaro - PP/RJ.,2009-06-03,"SUGESTÃO DE EMENDA Nº 08/09 À LDO - do Deputado JAIR BOLSONARO - que ""modifica o inciso I, do § 1º do artigo 71: Texto atual: IV - dotações constantes da Lei Orçamentária de 2010 com o identificador de resultado primário 3 ou à conta de recursos de doações e convênios. Texto proposto: IV - dotações constantes da Lei Orçamentária de 2010 com o identificador de resultado primário 3 ou à conta de recursos de doações, convênios e receitas oriundas de atividades produtivas de bens e serviços destinadas à melhoria ou à manutenção das próprias atividades produtivas"".
",SLD-8/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437331
225,225, Jair Bolsonaro - PP/RJ.,2009-06-03,"SUGESTÃO DE EMENDA Nº 09/09 À LDO - do Deputado JAIR BOLSONARO que ""acrescenta item 8 ao Anexo V - Inciso II: Item 8 - Despesas relacionadas com o desenvolvimento do ciclo do combustível e do protótipo do reator nuclear, no âmbito da Marinha"".",SLD-9/2009 CREDN,Arquivada,Prop_Detalhe.asp?id=437333
226,226, Jair Bolsonaro - PP/RJ.,2008-06-10,Dá nova redação ao art. 2º da MPV 434/2008.,EMC-11/2008 MPV43408 => MPV-434/2008,,Prop_Detalhe.asp?id=400721
227,227, Jair Bolsonaro - PP/RJ.,2008-05-20,Altera a redação dos artigos 58 e 59 da MPV 431/2008.,EMC-117/2008 MPV43108 => MPV-431/2008,,Prop_Detalhe.asp?id=397100
228,228, Jair Bolsonaro - PP/RJ.,2008-05-13,Altera  a redação da MPV 426/2008.,EMC-14/2008 MPV42608 => MPV-426/2008,,Prop_Detalhe.asp?id=396231
229,229, Jair Bolsonaro - PP/RJ.,2008-05-13,Altera  a redação da MPV 426/2008.,EMC-15/2008 MPV42608 => MPV-426/2008,,Prop_Detalhe.asp?id=396232
230,230, Jair Bolsonaro - PP/RJ.,2008-05-13,Altera  a redação da MPV 426/2008.,EMC-16/2008 MPV42608 => MPV-426/2008,,Prop_Detalhe.asp?id=396233
231,231, Jair Bolsonaro - PP/RJ.,2008-06-10,Dá nova redação ao art. 2º da MPV 434/2008.,EMC-16/2008 MPV43408 => MPV-434/2008,,Prop_Detalhe.asp?id=400726
232,232, Jair Bolsonaro - PP/RJ.,2008-06-10,Dá nova redação ao art. 3º da MPV 434/2008.,EMC-21/2008 MPV43408 => MPV-434/2008,,Prop_Detalhe.asp?id=400741
233,233, Jair Bolsonaro - PP/RJ.,2008-05-20,Dá niova redação à MPV 431/2008.,EMC-256/2008 MPV43108 => MPV-431/2008,,Prop_Detalhe.asp?id=397457
234,234, Jair Bolsonaro - PP/RJ.,2008-06-10,Suprime o § 6º ao art. 3º da MPV 434/2008.,EMC-26/2008 MPV43408 => MPV-434/2008,,Prop_Detalhe.asp?id=400746
235,235, Jair Bolsonaro - PP/RJ.,2008-06-10,Suprime o inciso III do § 2º do art. 29 da MPV 434/2008.,EMC-35/2008 MPV43408 => MPV-434/2008,,Prop_Detalhe.asp?id=400756
236,236, Jair Bolsonaro - PP/RJ.,2008-06-10,Dá nova redação ao art. 42 da  MPV 434/2008.,EMC-41/2008 MPV43408 => MPV-434/2008,,Prop_Detalhe.asp?id=400762
237,237, Jair Bolsonaro - PP/RJ.,2008-06-10,Dá nova redação ao art. 2º da MPV 434/2008,EMC-5/2008 MPV43408 => MPV-434/2008,,Prop_Detalhe.asp?id=400709
238,238, Jair Bolsonaro - PP/RJ.,2008-09-03,Altera os dispositivos da  MPV 441/2008.,EMC-521/2008 MPV44108 => MPV-441/2008,,Prop_Detalhe.asp?id=410590
239,239, Jair Bolsonaro - PP/RJ.,2008-08-13,"Sugere ao Ministro da Fazenda a edição de ato administrativo ou apresentação de proposição que estabeleça o prazo máximo de quatro meses, a partir da apresentação da declaração de ajuste anual, para restituição de imposto de renda retido na fonte.",INC-3216/2008,Arquivada,Prop_Detalhe.asp?id=407090
240,240, Jair Bolsonaro - PP/RJ e outros.,2008-04-23,"Dá nova redação ao inciso VIII do art. 142, da Constituição Federal, para fixar, em subsídios, as remunerações dos membros das Forças Armadas.",PEC-249/2008,Arquivada; Tramitando em Conjunto,Prop_Detalhe.asp?id=392003
241,241, Jair Bolsonaro - PP/RJ.,2008-08-04,"Acresce parágrafo único ao artigo 32 da Lei nº 7.289, de 18 de dezembro de 1984, que dispõe sobre o Estatuto dos Policiais-Militares da Polícia Militar do Distrito Federal, e dá outras providências. Explicação: Estabelece que a dedicação integral do policial militar do DF está cingida ao horário regular de sua escala de serviço e às convocações possíveis para sua atuação.",PL-3781/2008,Aguardando Designação de Relator,Prop_Detalhe.asp?id=405666
242,242, Jair Bolsonaro - PP/RJ.,2008-09-03,"Altera a Lei nº 8.078, de 11 de setembro de 1990, que dispõe sobre a proteção e defesa do consumidor, para estabelecer obrigatoriedade de fornecimento de certidão de quitação de débitos por concessionárias e prestadoras de serviço público.",PL-4011/2008,Arquivada,Prop_Detalhe.asp?id=408968
243,243, Jair Bolsonaro - PP/RJ.,2008-09-03,"Altera a Lei nº 8.078, de 11 de setembro de 1990, que dispõe sobre a proteção e defesa do consumidor. Explicação: Estabelece prazo igual ou inferior a um ano  para que as concessionárias de serviços públicos possam  efetuar cobrança de débitos aos consumidores.",PL-4012/2008,Arquivada,Prop_Detalhe.asp?id=408969
244,244, Jair Bolsonaro - PP/RJ.,2008-11-19,"Acrescenta art. 46-A à Lei nº 5.292, de 8 de junho de 1967, que dispõe sobre a prestação do Serviço Militar pelos estudantes de Medicina, Farmácia, Odontologia e Veterinária e pelos Médicos, Farmacêuticos, Dentistas e Veterinários, em decorrência de dispositivos da Lei nº 4.375, de 17 de agosto de 1964, para conceder incentivo aos médicos que tenham realizado o Estágio de Adaptação e Serviços (EAS) nas Forças Armadas.",PL-4326/2008,Aguardando Apreciação do Veto,Prop_Detalhe.asp?id=416414
245,245, Jair Bolsonaro - PP/RJ.,2008-12-16,Cria o Cadastro Nacional de Bloqueio ao Telemarketing e dá outras providências. Explicação: Cria o Cadastro Nacional de Bloqueio ao Telemarketing  destinado ao armazenamento e divulgação dos números de telefone fixo que optem pelo não recebimento de serviços de telemarketing.,PL-4517/2008,Tramitando em Conjunto,Prop_Detalhe.asp?id=421008
246,246, Jair Bolsonaro - PP/RJ.,2008-10-15,Requer apreciação de matéria pela CREDN.,REQ-3222/2008 => PL-2239/2007,Tramitação do Requerimento Finalizada,Prop_Detalhe.asp?id=412460
247,247, Jair Bolsonaro - PP/RJ.,2008-05-29,Solicita informações ao Senhor Ministro de Estado da Fazenda sobre recursos destinados para pagamento de militares e pensionistas da Polícia Militar e do Corpo de Bombeiros Militar do antigo Distrito Federal.,RIC-2939/2008,Arquivada,Prop_Detalhe.asp?id=397587
248,248, Jair Bolsonaro - PP/RJ.,2007-09-26,Acrescenta artigo à MPV 394/2007.,EMC-115/2007 MPV39407 => MPV-394/2007,,Prop_Detalhe.asp?id=370989
249,249, Jair Bolsonaro - PP/RJ.,2007-09-26,Acrescenta artigo à MPV 394/2007.,EMC-116/2007 MPV39407 => MPV-394/2007,,Prop_Detalhe.asp?id=370990
250,250, Jair Bolsonaro - PP/RJ.,2007-07-05,Acrescenta artigo à MPV 379/2007.,EMC-12/2007 MPV37907 => MPV-379/2007,,Prop_Detalhe.asp?id=360221
251,251, Jair Bolsonaro - PP/RJ.,2007-09-26,Altera a redação da MPV 394/2007.,EMC-12/2007 MPV39407 => MPV-394/2007,,Prop_Detalhe.asp?id=370866
252,252, Jair Bolsonaro - PP/RJ.,2007-02-07,Altera a redação da MPV 353 de 2007.,EMC-188/2007 MPV35307 => MPV-353/2007,,Prop_Detalhe.asp?id=341460
253,253, Jair Bolsonaro - PP/RJ.,2007-09-26,Acrescenta artigo à MPV 394/2007.,EMC-33/2007 MPV39407 => MPV-394/2007,,Prop_Detalhe.asp?id=370887
254,254, Jair Bolsonaro - PP/RJ.,2007-07-05,Acrescenta artigo à MPV 379/2007,EMC-45/2007 MPV37907 => MPV-379/2007,,Prop_Detalhe.asp?id=360288
255,255, Jair Bolsonaro - PP/RJ.,2007-07-05,Acrescenta artigo à MPV 379/2007.,EMC-48/2007 MPV37907 => MPV-379/2007,,Prop_Detalhe.asp?id=360293
256,256, Jair Bolsonaro - PP/RJ.,2007-09-26,Acrescenta artigo à MPV 394/2007.,EMC-51/2007 MPV39407 => MPV-394/2007,,Prop_Detalhe.asp?id=370905
257,257, Jair Bolsonaro - PP/RJ.,2007-09-26,Acrescenta artigo à MPV 394/2007.,EMC-57/2007 MPV39407 => MPV-394/2007,,Prop_Detalhe.asp?id=370911
258,258, Jair Bolsonaro - PP/RJ.,2007-11-20,Altera a redação da MPV 401/2007.,EMC-6/2007 MPV40107 => MSC-840/2007,,Prop_Detalhe.asp?id=378749
259,259, Jair Bolsonaro - PP/RJ.,2007-07-05,"Acrescente-se um novo artigo à Medida Provisória nº 379, de 2007.",EMC-73/2007 MPV37907 => MPV-379/2007,,Prop_Detalhe.asp?id=360302
260,260, Jair Bolsonaro - PP/RJ.,2007-07-05,"Acrescente-se um novo artigo, onde couber, na Medida Provisória 379, de 2007.",EMC-84/2007 MPV37907 => MPV-379/2007,,Prop_Detalhe.asp?id=360225
261,261, Jair Bolsonaro - PP/RJ.,2007-03-14,"Sugere a Casa Civil da Presidência da República elaboração de Projeto de Lei versando sobre a data de  pagamento das remunerações, dos proventos e das pensões dos servidores públicos civis do Poder Executivo, dos militares da União e de seus pensionistas. Explicação: Projeto de lei unificando as datas de pagamento dos servidores civis e militares do Executivo com o Legislativo, Judiciário e Ministério Público, no segundo dia útil depois do dia 20.",INC-188/2007,Arquivada,Prop_Detalhe.asp?id=344604
262,262, Jair Bolsonaro - PP/RJ.,2007-06-19,"Sugere ao Ministro de Estado do Planejamento, Orçamento e Gestão a edição de ato administrativo que normatize a cobrança de taxa de imóveis sobre os quais a União tem direitos (terrenos de marinha ou de faixa de segurança).",INC-576/2007,Arquivada,Prop_Detalhe.asp?id=356097
263,263, Jair Bolsonaro - PP/RJ.,2007-11-13,"Convoca plebiscito nos termos do art. 49, inciso XV da Constituição Federal para os fins que especifica. Explicação: Objetiva a consulta sobre a redução da maioridade penal para 16 (dezesseis) anos.",PDC-403/2007,Devolvida ao Autor,Prop_Detalhe.asp?id=376752
264,264, Jair Bolsonaro - PP/RJ.,2007-02-12,"Acrescenta inciso ao art. 1º da Lei nº 8.072, de 25 de julho de 1990, que dispõe sobre os crimes hediondos.
 Explicação: Inclui como crime hediondo o roubo de veículos automotores.
",PL-106/2007,Pronta para Pauta,Prop_Detalhe.asp?id=340492
